User_ID,Region,Cohort,Games_Played,Hours_Played,Days_Active,Active_Rate,Average_Games_Per_Day,Game_Age_Days,Payment_Method,Declines,Payouts,Checkouts,WMR_Automation_Flag,Offer_Taken,ReRepair_7D,ReRepair_30D,ReRepair_90D,Data_Refreshed_CSDW,Data_Refreshed_LENS
USR003939,USA,Ultimate,41,120.26,3,0.75,13.666666666666666,327,Crypto,4,90.25,11,No,Yes,4,7,6,5PM,8AM
USR003940,ROLA,Ultimate,19,96.19,2,0.1,9.5,393,Crypto,4,322.67,17,Yes,Yes,3,5,8,5PM,8AM
USR003941,ROLA,Ultimate,63,63.76,16,0.68,3.9375,882,PayPal,1,203.67,18,Yes,Yes,1,2,8,5PM,8AM
USR003942,ROLA,Past_Offers_2,55,25.45,1,0.85,55.0,335,Debit Card,0,190.34,7,Yes,No,2,6,7,5PM,8AM
USR003943,Brazil,PCGP_3F1,45,42.27,8,0.9,5.625,328,Crypto,2,67.75,5,No,Yes,0,4,13,5PM,8AM
USR003944,ROLA,Past_Offers_2,92,135.84,6,0.6,15.333333333333334,221,PayPal,4,417.19,12,Yes,Yes,3,2,7,5PM,8AM
USR003945,USA,Past_Offers_2,35,140.37,15,0.39,2.3333333333333335,671,Gift Card,0,28.52,1,Yes,Yes,2,0,8,5PM,8AM
USR003946,Mexico,Ultimate,50,113.6,12,0.53,4.166666666666667,808,Credit Card,3,157.7,1,Yes,No,4,7,9,5PM,8AM
USR003947,USA,Past_Offers_2,32,157.74,1,0.51,32.0,146,Debit Card,0,347.03,14,Yes,Yes,4,8,8,5PM,8AM
USR003948,Mexico,PCGP_3F1,36,56.12,2,0.83,18.0,709,Debit Card,1,309.55,15,No,No,2,5,6,5PM,8AM
USR003949,ROLA,Ultimate,8,154.07,16,0.26,0.5,219,Gift Card,4,118.87,4,Yes,No,0,3,4,5PM,8AM
USR003950,Brazil,Past_Offers_2,84,125.55,7,0.2,12.0,319,Gift Card,0,487.35,1,Yes,Yes,0,8,12,5PM,8AM
USR003951,Canada,PCGP_3F1,75,4.88,9,0.24,8.333333333333334,213,Gift Card,0,143.34,17,No,Yes,3,5,10,5PM,8AM
USR003952,Canada,Past_Offers_1,69,145.74,12,0.35,5.75,44,Crypto,1,285.66,3,Yes,Yes,2,1,9,5PM,8AM
USR003953,USA,Ultimate,59,148.95,25,0.46,2.36,158,Gift Card,4,223.5,3,Yes,Yes,3,9,0,5PM,8AM
USR003954,Canada,PCGP_3F1,77,22.69,8,0.99,9.625,648,Debit Card,2,310.52,17,No,Yes,3,5,7,5PM,8AM
USR003955,USA,PCGP_3F1,74,153.59,5,0.19,14.8,596,PayPal,1,282.3,3,Yes,Yes,0,2,2,5PM,8AM
USR003956,USA,Past_Offers_1,34,135.09,23,0.81,1.4782608695652173,463,Credit Card,1,12.32,18,Yes,Yes,3,5,14,5PM,8AM
USR003957,ROLA,Ultimate,44,19.0,14,0.21,3.142857142857143,204,PayPal,1,388.29,2,Yes,Yes,0,0,7,5PM,8AM
USR003958,Canada,Ultimate,53,17.82,13,0.41,4.076923076923077,816,PayPal,0,312.9,9,No,Yes,0,6,10,5PM,8AM
USR003959,ROLA,Past_Offers_1,41,124.48,24,0.87,1.7083333333333333,994,PayPal,0,214.44,13,Yes,Yes,2,7,2,5PM,8AM
USR003960,ROLA,Ultimate,79,8.19,8,0.45,9.875,675,PayPal,1,475.23,16,Yes,No,4,5,13,5PM,8AM
USR003961,Canada,Ultimate,77,89.12,11,0.56,7.0,167,PayPal,2,466.05,4,No,No,3,8,5,5PM,8AM
USR003962,Mexico,Past_Offers_1,67,53.32,31,0.3,2.161290322580645,97,Credit Card,0,107.84,13,Yes,No,0,1,0,5PM,8AM
USR003963,ROLA,Past_Offers_1,54,116.14,22,0.54,2.4545454545454546,433,Gift Card,1,292.38,8,No,No,2,5,8,5PM,8AM
USR003964,Brazil,PCGP_3F1,25,47.51,28,0.97,0.8928571428571429,767,Gift Card,4,93.7,8,No,No,2,5,3,5PM,8AM
USR003965,USA,Past_Offers_1,92,82.2,28,0.98,3.2857142857142856,736,Gift Card,3,21.46,1,Yes,Yes,3,6,10,5PM,8AM
USR003966,USA,Past_Offers_2,17,109.54,8,0.68,2.125,832,Gift Card,1,397.81,11,Yes,No,1,3,1,5PM,8AM
USR003967,Brazil,Past_Offers_1,76,28.43,17,0.87,4.470588235294118,375,Crypto,3,224.08,8,Yes,No,1,5,1,5PM,8AM
USR003968,Mexico,PCGP_3F1,99,30.1,11,0.43,9.0,488,PayPal,0,469.94,1,Yes,Yes,2,0,10,5PM,8AM
USR003969,Brazil,Past_Offers_2,13,107.51,17,0.91,0.7647058823529411,599,Crypto,3,293.52,6,No,Yes,2,0,13,5PM,8AM
USR003970,Mexico,Past_Offers_2,58,173.19,21,0.61,2.761904761904762,270,Credit Card,0,355.24,14,Yes,Yes,4,7,14,5PM,8AM
USR003971,Brazil,Ultimate,19,65.41,9,0.43,2.111111111111111,574,Credit Card,0,277.64,1,Yes,Yes,2,2,13,5PM,8AM
USR003972,ROLA,Past_Offers_2,83,16.82,19,0.53,4.368421052631579,584,Gift Card,4,430.35,2,Yes,No,0,9,4,5PM,8AM
USR003973,ROLA,Past_Offers_2,11,5.31,24,0.34,0.4583333333333333,285,Debit Card,4,326.55,6,Yes,No,1,0,1,5PM,8AM
USR003974,USA,PCGP_3F1,40,39.81,18,0.21,2.2222222222222223,218,Debit Card,0,247.62,12,Yes,No,2,2,0,5PM,8AM
USR003975,Brazil,PCGP_3F1,25,191.12,13,0.83,1.9230769230769231,673,Crypto,3,81.81,9,Yes,Yes,3,6,13,5PM,8AM
USR003976,Mexico,Past_Offers_2,17,172.16,16,0.19,1.0625,498,Credit Card,2,468.59,3,Yes,No,4,5,14,5PM,8AM
USR003977,ROLA,Past_Offers_1,72,122.83,20,0.57,3.6,165,Credit Card,1,304.34,8,Yes,No,4,9,10,5PM,8AM
USR003978,Brazil,PCGP_3F1,9,102.95,26,0.38,0.34615384615384615,209,Debit Card,4,84.59,19,Yes,No,0,7,2,5PM,8AM
USR003979,Mexico,Past_Offers_2,3,3.54,31,0.86,0.0967741935483871,830,Credit Card,4,172.51,6,No,Yes,1,1,0,5PM,8AM
USR003980,ROLA,Past_Offers_1,89,97.33,31,0.81,2.870967741935484,751,Credit Card,0,374.06,2,Yes,No,3,6,10,5PM,8AM
USR003981,Brazil,Past_Offers_2,24,67.67,20,0.88,1.2,815,Crypto,1,137.6,13,Yes,No,1,9,11,5PM,8AM
USR003982,Mexico,Ultimate,67,119.19,30,0.6,2.2333333333333334,599,PayPal,2,85.69,5,Yes,Yes,0,0,13,5PM,8AM
USR003983,ROLA,Ultimate,34,145.62,23,0.85,1.4782608695652173,327,Credit Card,0,406.25,12,No,Yes,2,3,10,5PM,8AM
USR003984,ROLA,PCGP_3F1,98,105.54,20,0.56,4.9,246,Credit Card,0,12.18,2,Yes,No,4,9,7,5PM,8AM
USR003985,ROLA,Past_Offers_2,11,151.42,19,0.78,0.5789473684210527,194,Gift Card,3,444.45,2,Yes,No,3,9,8,5PM,8AM
USR003986,ROLA,PCGP_3F1,32,151.33,27,0.35,1.1851851851851851,246,Debit Card,4,187.64,2,Yes,Yes,0,4,0,5PM,8AM
USR003987,USA,PCGP_3F1,39,61.22,25,0.18,1.56,655,Gift Card,3,220.18,12,No,Yes,0,0,5,5PM,8AM
USR003988,Mexico,Past_Offers_2,38,56.65,20,0.21,1.9,479,Credit Card,2,192.26,11,Yes,No,4,7,1,5PM,8AM
USR003989,Brazil,Ultimate,7,41.77,20,0.19,0.35,285,Gift Card,1,405.69,3,Yes,No,3,2,3,5PM,8AM
USR003990,USA,Past_Offers_2,6,149.33,21,0.5,0.2857142857142857,835,PayPal,1,416.07,15,Yes,Yes,1,3,10,5PM,8AM
USR003991,Canada,PCGP_3F1,44,37.14,12,0.33,3.6666666666666665,727,Credit Card,2,266.59,10,No,Yes,4,2,14,5PM,8AM
USR003992,Canada,Ultimate,67,17.19,30,0.39,2.2333333333333334,995,Gift Card,1,317.88,14,No,Yes,1,3,13,5PM,8AM
USR003993,Mexico,Past_Offers_1,77,15.85,25,0.61,3.08,400,Crypto,0,450.4,7,No,Yes,2,0,6,5PM,8AM
USR003994,Mexico,Past_Offers_1,21,16.3,3,0.94,7.0,424,Credit Card,1,107.87,12,Yes,Yes,2,9,8,5PM,8AM
USR003995,USA,Past_Offers_2,59,137.94,7,0.68,8.428571428571429,100,Credit Card,3,128.96,14,Yes,Yes,3,3,2,5PM,8AM
USR003996,Canada,Past_Offers_1,47,42.05,16,0.73,2.9375,910,Crypto,4,101.34,12,Yes,No,4,5,4,5PM,8AM
USR003997,USA,Past_Offers_1,61,180.41,26,0.55,2.3461538461538463,992,Crypto,1,168.05,6,No,Yes,1,7,14,5PM,8AM
USR003998,Brazil,PCGP_3F1,25,140.76,28,0.78,0.8928571428571429,577,PayPal,3,204.02,12,Yes,No,4,7,3,5PM,8AM
USR003999,Mexico,Past_Offers_2,34,20.99,8,0.93,4.25,719,Crypto,1,456.55,8,Yes,Yes,2,1,7,5PM,8AM
USR004000,Brazil,PCGP_3F1,20,59.36,1,0.61,20.0,353,PayPal,2,324.1,1,No,Yes,2,3,3,5PM,8AM
USR004001,ROLA,Ultimate,77,144.62,9,0.87,8.555555555555555,675,PayPal,3,58.75,16,Yes,Yes,2,5,14,5PM,8AM
USR004002,Canada,Past_Offers_2,11,186.38,28,0.68,0.39285714285714285,525,Debit Card,3,198.54,9,Yes,Yes,2,9,4,5PM,8AM
USR004003,USA,Past_Offers_1,71,80.38,25,0.6,2.84,939,Debit Card,4,136.02,16,Yes,No,4,4,5,5PM,8AM
USR004004,Canada,Ultimate,23,139.41,26,0.98,0.8846153846153846,135,Crypto,3,279.66,6,Yes,No,1,3,12,5PM,8AM
USR004005,USA,Past_Offers_1,47,162.81,18,0.96,2.611111111111111,462,Gift Card,2,481.58,13,Yes,Yes,3,1,3,5PM,8AM
USR004006,ROLA,Past_Offers_1,75,140.82,31,0.56,2.4193548387096775,269,Crypto,1,90.32,15,No,No,3,5,1,5PM,8AM
USR004007,Brazil,Past_Offers_1,59,10.62,9,0.53,6.555555555555555,601,Gift Card,1,231.66,5,Yes,Yes,2,5,11,5PM,8AM
USR004008,ROLA,Past_Offers_2,44,197.0,9,0.48,4.888888888888889,96,Debit Card,0,322.89,18,Yes,Yes,4,3,2,5PM,8AM
USR004009,Brazil,Past_Offers_2,67,92.13,13,0.92,5.153846153846154,123,Crypto,4,47.73,17,Yes,Yes,3,1,14,5PM,8AM
USR004010,USA,Ultimate,55,83.63,15,0.87,3.6666666666666665,750,Debit Card,3,260.01,17,Yes,No,2,0,6,5PM,8AM
USR004011,ROLA,Past_Offers_1,4,28.61,11,0.28,0.36363636363636365,639,Crypto,1,82.69,19,Yes,No,3,5,9,5PM,8AM
USR004012,Mexico,Past_Offers_1,90,41.37,12,0.88,7.5,405,Credit Card,0,350.31,3,Yes,No,1,7,3,5PM,8AM
USR004013,Canada,Past_Offers_1,47,71.83,8,0.69,5.875,143,Debit Card,4,49.7,17,Yes,No,4,2,6,5PM,8AM
USR004014,USA,PCGP_3F1,56,3.33,24,0.25,2.3333333333333335,210,PayPal,3,293.88,18,Yes,No,0,7,7,5PM,8AM
USR004015,ROLA,Past_Offers_2,82,141.32,27,0.64,3.037037037037037,988,PayPal,1,216.13,1,No,Yes,4,5,4,5PM,8AM
USR004016,Canada,Ultimate,73,33.14,29,0.59,2.5172413793103448,872,Crypto,2,218.33,14,Yes,Yes,0,7,13,5PM,8AM
USR004017,Canada,Ultimate,35,20.11,19,0.71,1.8421052631578947,472,Gift Card,4,235.25,8,No,No,2,7,4,5PM,8AM
USR004018,ROLA,Ultimate,8,159.67,21,0.29,0.38095238095238093,476,Crypto,4,234.52,17,Yes,Yes,4,9,12,5PM,8AM
USR004019,Canada,Past_Offers_2,33,26.27,9,0.87,3.6666666666666665,352,Credit Card,1,238.78,5,Yes,No,0,2,2,5PM,8AM
USR004020,ROLA,PCGP_3F1,92,198.73,18,0.22,5.111111111111111,663,PayPal,1,10.86,9,Yes,Yes,4,7,10,5PM,8AM
USR004021,Canada,Ultimate,89,155.47,19,0.75,4.684210526315789,576,PayPal,2,496.68,19,Yes,No,1,9,10,5PM,8AM
USR004022,USA,Ultimate,79,100.45,14,0.94,5.642857142857143,70,Debit Card,0,154.9,7,Yes,Yes,0,7,0,5PM,8AM
USR004023,ROLA,PCGP_3F1,18,50.3,29,0.16,0.6206896551724138,51,PayPal,2,366.53,6,No,No,1,3,14,5PM,8AM
USR004024,Brazil,Ultimate,87,103.55,19,0.89,4.578947368421052,325,Debit Card,3,112.91,3,Yes,No,2,3,1,5PM,8AM
USR004025,ROLA,PCGP_3F1,20,118.47,9,0.8,2.2222222222222223,536,PayPal,0,323.28,6,Yes,No,0,8,2,5PM,8AM
USR004026,Canada,Ultimate,90,75.04,8,0.87,11.25,636,PayPal,1,473.24,19,Yes,Yes,2,0,8,5PM,8AM
USR004027,Canada,PCGP_3F1,9,95.37,7,0.91,1.2857142857142858,68,Debit Card,3,477.24,6,Yes,No,4,9,2,5PM,8AM
USR004028,USA,Ultimate,72,66.2,28,0.42,2.5714285714285716,866,Credit Card,1,414.63,5,Yes,No,3,7,3,5PM,8AM
USR004029,USA,Past_Offers_2,32,91.48,8,0.12,4.0,704,Credit Card,0,440.89,1,Yes,No,4,4,13,5PM,8AM
USR004030,Canada,Past_Offers_2,20,172.39,14,0.81,1.4285714285714286,590,Credit Card,2,165.05,15,Yes,Yes,4,6,5,5PM,8AM
USR004031,USA,PCGP_3F1,81,54.05,18,0.92,4.5,369,PayPal,0,419.59,6,Yes,Yes,1,5,10,5PM,8AM
USR004032,USA,Ultimate,93,136.79,14,0.61,6.642857142857143,430,Credit Card,2,324.05,4,No,No,3,1,3,5PM,8AM
USR004033,Mexico,Ultimate,39,154.62,25,0.7,1.56,940,Crypto,3,412.64,19,Yes,Yes,2,3,12,5PM,8AM
USR004034,Brazil,Past_Offers_2,20,103.25,20,0.84,1.0,621,Crypto,0,485.07,2,Yes,Yes,3,1,5,5PM,8AM
USR004035,Mexico,Ultimate,17,6.57,24,0.43,0.7083333333333334,368,PayPal,3,33.06,13,Yes,No,0,4,12,5PM,8AM
USR004036,ROLA,Past_Offers_2,15,134.85,14,0.53,1.0714285714285714,829,Gift Card,0,417.65,11,No,Yes,3,7,12,5PM,8AM
USR004037,USA,Ultimate,64,176.14,18,0.76,3.5555555555555554,259,PayPal,0,249.16,4,Yes,Yes,4,2,4,5PM,8AM
USR004038,USA,Past_Offers_1,38,64.67,3,0.71,12.666666666666666,614,Debit Card,3,357.79,3,No,No,3,6,9,5PM,8AM
USR004039,Mexico,Ultimate,26,62.56,25,0.98,1.04,684,Crypto,2,237.97,19,Yes,Yes,2,8,10,5PM,8AM
USR004040,Brazil,Past_Offers_1,71,113.93,12,0.7,5.916666666666667,816,Credit Card,2,414.49,13,Yes,No,0,0,11,5PM,8AM
USR004041,Mexico,PCGP_3F1,26,86.95,24,0.77,1.0833333333333333,141,Debit Card,2,67.32,16,Yes,No,0,3,7,5PM,8AM
USR004042,USA,Past_Offers_2,5,52.67,2,0.7,2.5,635,Credit Card,0,374.85,15,No,No,1,7,6,5PM,8AM
USR004043,Canada,Ultimate,51,2.23,4,0.36,12.75,890,Crypto,4,339.52,7,Yes,Yes,3,5,8,5PM,8AM
USR004044,Mexico,Ultimate,18,144.21,10,0.92,1.8,676,Crypto,1,422.18,14,Yes,Yes,2,1,2,5PM,8AM
USR004045,USA,Ultimate,34,8.82,17,0.42,2.0,329,Crypto,2,372.66,5,Yes,No,2,2,2,5PM,8AM
USR004046,Canada,PCGP_3F1,71,1.98,21,0.95,3.380952380952381,612,Crypto,0,317.55,10,Yes,No,0,5,10,5PM,8AM
USR004047,ROLA,Ultimate,15,26.06,24,0.8,0.625,908,PayPal,3,461.32,15,Yes,Yes,3,3,1,5PM,8AM
USR004048,ROLA,PCGP_3F1,97,71.64,18,0.55,5.388888888888889,297,Gift Card,3,410.59,5,Yes,Yes,2,8,11,5PM,8AM
USR004049,USA,Past_Offers_1,48,11.27,2,0.29,24.0,586,Crypto,0,114.09,16,Yes,No,0,7,8,5PM,8AM
USR004050,Canada,Past_Offers_1,76,163.06,15,0.15,5.066666666666666,989,Gift Card,0,442.93,14,Yes,No,2,7,4,5PM,8AM
USR004051,ROLA,PCGP_3F1,7,182.69,9,0.42,0.7777777777777778,363,Credit Card,4,388.73,14,Yes,No,0,5,3,5PM,8AM
USR004052,ROLA,Ultimate,67,121.5,19,0.37,3.526315789473684,48,Crypto,3,202.75,3,Yes,No,2,4,2,5PM,8AM
USR004053,Brazil,PCGP_3F1,11,69.57,31,0.28,0.3548387096774194,180,Debit Card,4,446.58,19,Yes,No,2,4,11,5PM,8AM
USR004054,Canada,PCGP_3F1,88,128.46,2,0.57,44.0,260,Debit Card,2,420.08,11,Yes,No,0,0,10,5PM,8AM
USR004055,ROLA,Past_Offers_2,59,140.84,18,0.76,3.2777777777777777,392,Crypto,1,376.53,13,No,Yes,1,9,2,5PM,8AM
USR004056,Mexico,Ultimate,97,158.56,27,0.15,3.5925925925925926,101,Debit Card,2,402.31,9,Yes,No,3,4,10,5PM,8AM
USR004057,Brazil,Ultimate,16,66.25,3,0.91,5.333333333333333,279,PayPal,4,262.4,11,Yes,No,0,8,7,5PM,8AM
USR004058,Mexico,Past_Offers_1,71,84.84,12,0.76,5.916666666666667,601,PayPal,0,144.31,14,Yes,Yes,1,0,5,5PM,8AM
USR004059,Canada,Past_Offers_2,44,193.82,26,0.58,1.6923076923076923,205,Credit Card,1,419.89,17,Yes,No,3,3,14,5PM,8AM
USR004060,Canada,Past_Offers_2,84,81.14,11,0.73,7.636363636363637,74,Debit Card,2,168.99,10,Yes,Yes,0,1,4,5PM,8AM
USR004061,ROLA,Ultimate,89,92.63,5,0.82,17.8,127,PayPal,3,254.99,9,No,No,2,2,12,5PM,8AM
USR004062,Mexico,Past_Offers_1,1,55.79,12,0.58,0.08333333333333333,394,PayPal,0,477.6,19,No,No,2,5,5,5PM,8AM
USR004063,USA,Past_Offers_2,16,42.29,8,0.18,2.0,271,Credit Card,4,444.6,16,Yes,Yes,2,5,5,5PM,8AM
USR004064,Canada,Past_Offers_1,22,44.6,4,0.3,5.5,481,Gift Card,0,476.56,7,Yes,No,2,7,0,5PM,8AM
USR004065,ROLA,Past_Offers_1,77,139.09,22,0.52,3.5,177,Debit Card,2,405.29,7,Yes,Yes,2,6,13,5PM,8AM
USR004066,USA,PCGP_3F1,62,46.48,31,0.65,2.0,705,Crypto,1,38.75,2,Yes,Yes,0,0,5,5PM,8AM
USR004067,Canada,Past_Offers_1,58,88.35,23,0.39,2.5217391304347827,468,PayPal,0,481.99,6,Yes,Yes,3,8,2,5PM,8AM
USR004068,Brazil,Past_Offers_2,3,151.61,6,0.56,0.5,631,Credit Card,4,45.09,7,Yes,No,1,4,7,5PM,8AM
USR004069,ROLA,Past_Offers_1,69,17.57,12,0.2,5.75,557,Credit Card,0,365.79,15,Yes,Yes,4,9,1,5PM,8AM
USR004070,USA,PCGP_3F1,62,30.81,7,0.73,8.857142857142858,432,Credit Card,0,181.0,5,Yes,Yes,0,0,7,5PM,8AM
USR004071,Canada,PCGP_3F1,52,60.41,18,0.39,2.888888888888889,517,Debit Card,3,68.68,7,Yes,Yes,4,5,10,5PM,8AM
USR004072,Brazil,Ultimate,14,127.02,10,0.49,1.4,996,PayPal,0,277.33,1,Yes,No,3,1,3,5PM,8AM
USR004073,ROLA,Past_Offers_2,23,101.88,15,0.51,1.5333333333333334,849,Debit Card,0,195.77,15,Yes,No,2,1,12,5PM,8AM
USR004074,USA,Past_Offers_1,42,112.71,4,0.21,10.5,576,Credit Card,1,47.44,5,Yes,No,1,0,9,5PM,8AM
USR004075,Canada,PCGP_3F1,5,176.61,2,0.23,2.5,990,Debit Card,1,85.13,17,Yes,Yes,4,1,14,5PM,8AM
USR004076,Mexico,Past_Offers_2,21,94.53,8,0.18,2.625,123,Gift Card,0,188.16,19,Yes,No,1,7,4,5PM,8AM
USR004077,Brazil,Past_Offers_1,89,143.04,31,0.54,2.870967741935484,685,Credit Card,0,118.03,12,Yes,Yes,4,2,3,5PM,8AM
USR004078,ROLA,Past_Offers_2,70,107.08,9,0.6,7.777777777777778,631,PayPal,0,468.18,14,No,Yes,4,0,3,5PM,8AM
USR004079,Mexico,Past_Offers_1,93,66.13,30,0.91,3.1,478,Credit Card,2,112.33,12,Yes,Yes,1,4,5,5PM,8AM
USR004080,USA,PCGP_3F1,35,8.7,21,0.14,1.6666666666666667,386,Debit Card,4,358.71,17,No,No,4,5,1,5PM,8AM
USR004081,Brazil,Ultimate,90,130.59,27,0.78,3.3333333333333335,848,Credit Card,1,60.83,3,Yes,Yes,3,5,14,5PM,8AM
USR004082,Mexico,Past_Offers_2,70,192.66,4,0.66,17.5,551,Debit Card,0,168.79,12,No,No,1,6,4,5PM,8AM
USR004083,ROLA,Ultimate,71,131.06,19,0.42,3.736842105263158,79,Gift Card,0,460.49,3,Yes,Yes,4,2,2,5PM,8AM
USR004084,ROLA,PCGP_3F1,66,169.88,27,0.63,2.4444444444444446,652,PayPal,3,155.65,14,Yes,Yes,4,3,1,5PM,8AM
USR004085,USA,PCGP_3F1,89,92.35,13,0.93,6.846153846153846,560,PayPal,1,232.23,6,Yes,No,2,2,1,5PM,8AM
USR004086,Brazil,Past_Offers_1,34,142.53,11,0.63,3.090909090909091,260,Debit Card,1,36.29,16,Yes,No,4,6,6,5PM,8AM
USR004087,Canada,Past_Offers_2,68,107.96,28,0.18,2.4285714285714284,478,Gift Card,0,366.61,7,Yes,No,3,4,9,5PM,8AM
USR004088,Brazil,Ultimate,45,152.23,13,0.6,3.4615384615384617,111,Credit Card,2,427.1,15,No,Yes,1,4,3,5PM,8AM
USR004089,Brazil,Past_Offers_1,72,127.53,24,0.96,3.0,432,Credit Card,4,202.81,13,Yes,Yes,3,9,14,5PM,8AM
USR004090,ROLA,Past_Offers_2,7,139.58,29,0.46,0.2413793103448276,725,Credit Card,0,460.75,18,Yes,Yes,3,7,14,5PM,8AM
USR004091,Canada,Past_Offers_1,2,136.61,5,0.87,0.4,939,Debit Card,2,145.6,5,Yes,No,0,7,4,5PM,8AM
USR004092,Canada,PCGP_3F1,82,26.97,27,0.32,3.037037037037037,922,Crypto,4,499.52,5,Yes,Yes,1,9,3,5PM,8AM
USR004093,Brazil,Past_Offers_1,45,2.24,21,0.38,2.142857142857143,625,Credit Card,1,301.98,7,No,No,1,4,8,5PM,8AM
USR004094,Mexico,PCGP_3F1,25,54.2,6,0.23,4.166666666666667,59,Crypto,1,358.25,11,Yes,Yes,3,7,14,5PM,8AM
USR004095,Canada,Ultimate,68,180.15,10,0.5,6.8,301,Crypto,2,123.52,12,Yes,No,2,3,3,5PM,8AM
USR004096,ROLA,Ultimate,30,112.69,8,0.77,3.75,707,Debit Card,4,10.24,11,Yes,Yes,4,0,11,5PM,8AM
USR004097,USA,Past_Offers_2,42,199.99,25,0.45,1.68,961,Gift Card,3,246.81,19,No,Yes,2,6,9,5PM,8AM
USR004098,Brazil,Past_Offers_1,5,49.72,4,0.88,1.25,125,Credit Card,4,427.78,6,No,Yes,4,2,7,5PM,8AM
USR004099,Brazil,Past_Offers_2,82,15.99,15,0.58,5.466666666666667,563,Credit Card,3,36.23,11,Yes,Yes,0,3,9,5PM,8AM
USR004100,Brazil,PCGP_3F1,48,82.8,10,0.2,4.8,348,Crypto,0,44.69,3,Yes,Yes,3,3,5,5PM,8AM
USR004101,Canada,Ultimate,29,193.25,10,0.24,2.9,396,PayPal,1,78.45,7,No,Yes,2,0,12,5PM,8AM
USR004102,Canada,Past_Offers_2,26,69.01,15,0.78,1.7333333333333334,386,Gift Card,1,432.34,1,No,Yes,1,7,3,5PM,8AM
USR004103,Canada,Past_Offers_1,43,62.29,14,0.95,3.0714285714285716,643,PayPal,4,61.08,8,Yes,Yes,2,2,4,5PM,8AM
USR004104,ROLA,PCGP_3F1,34,55.11,9,0.29,3.7777777777777777,263,Credit Card,0,243.63,3,No,No,2,3,6,5PM,8AM
USR004105,Brazil,PCGP_3F1,15,18.98,5,0.55,3.0,379,Gift Card,3,79.44,5,Yes,Yes,4,4,7,5PM,8AM
USR004106,ROLA,Past_Offers_1,12,62.12,14,0.39,0.8571428571428571,615,Gift Card,4,325.51,18,Yes,No,3,6,12,5PM,8AM
USR004107,Mexico,Ultimate,27,16.16,16,0.92,1.6875,555,PayPal,3,374.22,18,Yes,Yes,3,4,7,5PM,8AM
USR004108,Mexico,PCGP_3F1,34,171.9,24,0.53,1.4166666666666667,774,Gift Card,4,337.98,6,No,No,3,2,5,5PM,8AM
USR004109,Brazil,Ultimate,90,155.88,19,0.81,4.7368421052631575,791,Debit Card,1,70.56,16,No,No,3,9,4,5PM,8AM
USR004110,Canada,Ultimate,64,18.0,9,0.53,7.111111111111111,132,Crypto,0,263.49,1,Yes,No,3,7,11,5PM,8AM
USR004111,Canada,Ultimate,40,141.95,11,0.83,3.6363636363636362,270,Gift Card,0,45.33,6,Yes,No,0,5,6,5PM,8AM
USR004112,Mexico,Past_Offers_1,22,180.26,31,0.87,0.7096774193548387,353,PayPal,0,124.04,13,Yes,Yes,0,8,8,5PM,8AM
USR004113,Mexico,Past_Offers_2,66,155.52,12,0.58,5.5,68,Debit Card,4,187.36,10,Yes,No,4,5,6,5PM,8AM
USR004114,Mexico,Past_Offers_1,3,120.59,15,0.34,0.2,672,Debit Card,0,410.92,18,Yes,No,4,6,0,5PM,8AM
USR004115,ROLA,Past_Offers_1,70,4.44,4,0.42,17.5,195,Crypto,1,297.87,19,Yes,Yes,2,8,9,5PM,8AM
USR004116,Canada,PCGP_3F1,14,1.83,25,0.52,0.56,312,Gift Card,1,41.63,10,Yes,Yes,4,1,9,5PM,8AM
USR004117,Brazil,Past_Offers_1,15,140.05,16,0.67,0.9375,145,Credit Card,0,437.63,9,Yes,Yes,4,7,9,5PM,8AM
USR004118,USA,Past_Offers_1,59,149.12,19,0.97,3.1052631578947367,989,Credit Card,1,45.24,4,Yes,No,2,3,2,5PM,8AM
USR004119,USA,Past_Offers_2,88,47.34,19,0.51,4.631578947368421,704,Debit Card,0,88.82,9,Yes,Yes,1,7,13,5PM,8AM
USR004120,Brazil,Ultimate,72,183.38,24,0.7,3.0,785,Debit Card,2,104.84,3,No,Yes,2,9,2,5PM,8AM
USR004121,USA,Past_Offers_1,35,41.88,1,0.67,35.0,973,Credit Card,1,58.47,3,No,Yes,0,2,5,5PM,8AM
USR004122,Brazil,PCGP_3F1,17,188.57,12,0.61,1.4166666666666667,221,Gift Card,0,481.19,16,Yes,Yes,3,1,5,5PM,8AM
USR004123,Brazil,Past_Offers_2,41,105.25,21,0.91,1.9523809523809523,72,Gift Card,0,400.65,8,Yes,Yes,0,1,2,5PM,8AM
USR004124,Mexico,PCGP_3F1,46,182.89,2,0.42,23.0,63,Debit Card,0,314.23,11,Yes,Yes,3,9,4,5PM,8AM
USR004125,Brazil,Past_Offers_1,76,22.43,7,0.48,10.857142857142858,343,PayPal,2,173.57,8,Yes,No,2,0,7,5PM,8AM
USR004126,ROLA,Past_Offers_1,62,21.62,3,0.44,20.666666666666668,301,Debit Card,4,108.31,5,Yes,Yes,0,8,10,5PM,8AM
USR004127,Canada,Past_Offers_2,15,116.54,4,0.88,3.75,648,Crypto,1,137.96,12,Yes,Yes,0,6,11,5PM,8AM
USR004128,Brazil,PCGP_3F1,7,5.47,26,0.35,0.2692307692307692,237,Crypto,4,111.61,19,No,No,1,7,7,5PM,8AM
